Row,page,site,pp,ss,session,date,plot,board,species,svl,tl,mass,tail,testes,snout,cirri,eggs,Neggs,sex,morph,recap,mark1,mark2,markf,notes,flag,id,Resolution,Fixed by,Comments
206,9,Piney,2,1,2,2017-09-24,6,C2,PCIN,44.8,77.1,1.06,Y,,CIRRI,1,,NA,M,S,N,OYXY,OYXY,OYXY,NA,NA,OYXY,NA,NA,NA
208,9,Piney,2,1,2,2017-09-24,6,C1,PCIN,37.6,71.9,1.04,Y,,NA,0,,8,F,S,N,OYYO,OYYO,OYYO,lots of orange!,NA,OYYO,NA,NA,NA
188,8,Piney,2,1,2,2017-09-24,6,E7,PCIN,44.6,78.5,1.11,Y,,NA,0,,8,F,S,N,ROYY,ROYY,ROYY,NA,NA,ROYY,NA,NA,NA
195,8,Piney,2,1,2,2017-09-24,6,D3,PCIN,38.6,70.9,0.74,Y,,NA,0,,12,F,S,N,RRXO,RRXO,RRXO,NA,NA,RRXO,NA,NA,NA
196,8,Piney,2,1,2,2017-09-24,6,C7,PCIN,39.4,77.8,1.09,N,,CIRRI,1,,NA,M,S,R,RRXR,RRXR,RRXR,NA,NA,RRXR,NA,NA,NA
186,8,Piney,2,1,2,2017-09-24,6,C8,PCIN,44.3,78.9,0.93,Y,,NA,0,,9,F,S,N,RYXX,RYXX,RYXX,NA,NA,RYXX,NA,NA,NA
204,8,Piney,2,1,2,2017-09-24,6,C4,PCIN,35.1,60,0.52,Y,,NA,0,,NA,U,S,N,XXOR,XXOR,XXOR,red mark is a little high,sex,XXOR,Changed mark from M to U,NH,NA
187,8,Piney,2,1,2,2017-09-24,6,D5,PCIN,43.2,77.9,1.14,Y,,NA,0,,12,F,S,N,XXYO,XXYO,XXYO,NA,NA,XXYO,NA,NA,NA
212,9,Piney,2,1,2,2017-09-24,6,E6,PCIN,42.8,80,1.12,Y,,NA,0,,9,F,S,N,XXYY,XXYY,XXYY,NA,NA,XXYY,NA,NA,NA
197,8,Piney,2,1,2,2017-09-24,6,E2,PCIN,41.5,80.7,0.83,N,,NA,0,,12,F,S,N,XYRR,XYRR,XYRR,NA,NA,XYRR,NA,NA,NA
211,9,Piney,2,1,2,2017-09-24,6,E6,PCIN,41.1,73.1,1.01,Y,,NA,0,,8,F,S,N,YOYX,YOYX,YOYX,NA,NA,YOYX,NA,NA,NA
227,9,Piney,2,2,5,2017-09-28,1,A5,PCIN,43.6,83.8,1.55,N,,NA,0,,NA,F,S,R,BBBR,BBBR,BBBR,NA,NA,BBBR,NA,NA,NA
231,9,Piney,2,2,5,2017-09-28,1,B3,PCIN,17.3,26.7,0.1,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
235,9,Piney,2,2,5,2017-09-28,1,C7,PCIN,41.7,77.7,0.95,Y,,NA,0,,8,F,S,R,OOBO,OOBO,OOBO,NA,NA,OOBO,NA,NA,NA
226,9,Piney,2,2,5,2017-09-28,1,C4,PCIN,41.7,45.4,0.76,Y,,NA,0,,6,F,S,R,OOOY,OOOY,OOOY,severe tail damage,NA,OOOY,NA,NA,NA
239,10,Piney,2,2,5,2017-09-28,1,D8,PCIN,38.8,71,0.8,Y,,NA,0,,7,F,S,R,OORX,OORX,OORX,NA,NA,OORX,NA,NA,NA
228,9,Piney,2,2,5,2017-09-28,1,A5,PCIN,37.7,65.4,0.84,Y,,CIRRI,1,,NA,M,S,R,RRRR,RRRR,RRRR,NA,Mark,RRRX,Changed mark to RRRX,NH,NA
232,9,Piney,2,2,5,2017-09-28,1,E7,PCIN,34.7,65,0.53,N,,NA,0,,NA,U,S,N,XRXR,XRXR,XRXR,NA,NA,XRXR,NA,NA,NA
260,10,Piney,2,2,5,2017-09-28,2,B7,PCIN,14.7,22.8,0.07,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
252,10,Piney,2,2,5,2017-09-28,2,E1,PCIN,44.2,73.2,0.97,Y,,NA,0,,11,F,S,R,XORY,OORY,OORY,NA,NA,OORY,NA,NA,NA
258,10,Piney,2,2,5,2017-09-28,2,D6,PCIN,44.2,76.7,1.08,Y,,NA,0,,NA,F,S,N,OOXX,OOXX,OOXX,NA,NA,OOXX,NA,NA,NA
250,10,Piney,2,2,5,2017-09-28,2,B0,PCIN,36.2,68.5,0.82,N,,NA,0,,6,F,S,N,OXOO,OXOO,OXOO,NA,NA,OXOO,NA,NA,NA
261,10,Piney,2,2,5,2017-09-28,2,D8,PCIN,41,71.1,0.69,Y,,NA,0,,NA,M,S,N,OXXY,OXXY,OXXY,NA,NA,OXXY,NA,NA,NA
251,10,Piney,2,2,5,2017-09-28,2,B3,PCIN,33.8,67.8,0.59,Y,,NA,0,,NA,M,S,N,XXXO,XXXO,XXXO,NA,NA,XXXO,NA,NA,NA
248,10,Piney,2,2,5,2017-09-28,2,A1,PCIN,35.1,37,0.65,Y,,NA,0,,NA,M,S,R,XXXR,XXXR,XXXR,NA,sex,XXXR,Changed sex from U to M,NH,NA
249,10,Piney,2,2,5,2017-09-28,2,B0,PCIN,42.2,56.4,0.86,Y,,NA,0,,11,F,S,N,XYYX,XYYX,XYYX,NA,NA,XYYX,NA,NA,NA
264,10,Piney,2,2,5,2017-09-28,3,B0,PCIN,42.5,78.6,1.04,Y,,NA,0,,7,F,S,R,BBBB,BBBB,BBBB,NA,NA,BBBB,NA,NA,NA
271,11,Piney,2,2,5,2017-09-28,3,A0,PCIN,39.1,73,0.77,Y,,NA,0,,8,F,S,N,BBOX,BBOX,BBOX,NA,NA,BBOX,NA,NA,NA
275,11,Piney,2,2,5,2017-09-28,3,E9,PCIN,46.5,76.7,0.94,Y,,CIRRI,1,,NA,M,S,N,BBXO,BBXO,BBXO,NA,NA,BBXO,NA,NA,NA
268,11,Piney,2,2,5,2017-09-28,3,A7,PCIN,37.2,72,0.67,N,,NA,0,,NA,M,S,N,BBXX,BBXX,BBXX,NA,Mark,BYXX,Changed mark from BBXX to BYXX,NH,NA
269,11,Piney,2,2,5,2017-09-28,3,E6,PCIN,38.6,70.4,0.79,Y,,NA,0,,5,F,S,R,OOOO,OOOO,OOOO,"broke tail; TL 45.9, mass 0.64",NA,OOOO,NA,NA,NA
267,11,Piney,2,2,5,2017-09-28,3,D3,PCIN,39.3,72.4,0.85,N,,CIRRI,1,,NA,M,S,R,OOOY,OOOY,OOOY,NA,NA,OOOY,NA,NA,NA
286,11,Piney,2,2,5,2017-09-29,4,C1,PCIN,33.6,53.2,0.48,Y,,NA,0,,NA,M,S,N,BOOY,BOOY,BOOY,some orange in posterior abdomen,NA,BOOY,NA,NA,NA
300,12,Piney,2,2,5,2017-09-29,4,B9,PCIN,32.9,57.6,0.48,N,,NA,0,,NA,U,S,R,OOOX,OOOX,OOOX,NA,NA,OOOX,NA,NA,NA
288,11,Piney,2,2,5,2017-09-29,4,B1,PCIN,42,74.1,0.95,Y,,NA,0,,9,F,S,R,OORX,OORX,OORX,NA,NA,OORX,NA,NA,NA
294,11,Piney,2,2,5,2017-09-29,4,A6,PCIN,36.6,63.1,0.6,Y,,NA,0,,NA,U,S,R,OOOY,OOXY,OOXY,orange spread to lower right,NA,OOXY,NA,NA,NA
276,11,Piney,2,2,5,2017-09-29,4,D7,PCIN,40.1,75,0.85,N,,CIRRI,1,,NA,M,S,N,ORXX,ORXX,ORXX,NA,NA,ORXX,NA,NA,NA
280,11,Piney,2,2,5,2017-09-29,4,E8,PCIN,43.3,80.1,0.9,N,,NA,0,,9,F,S,N,OXXY,OXXY,OXXY,NA,NA,OXXY,NA,NA,NA
296,11,Piney,2,2,5,2017-09-29,4,B8,PCIN,40.4,75.4,0.8,Y,,NA,0,,NA,M,S,R,RXYX,RXYX,RXYX,tiny red mark near stomach,NA,RXYX,NA,NA,NA
282,11,Piney,2,2,5,2017-09-29,4,C2,PCIN,29.5,53.4,0.37,Y,,NA,0,,NA,U,S,N,XOXX,XOXX,XOXX,NA,NA,XOXX,NA,NA,NA
289,11,Piney,2,2,5,2017-09-29,4,C5,PCIN,34.7,62.2,0.53,N,,NA,0,,NA,U,S,R,XRXO,XRXO,XRXO,"""N"" written for sex",NA,XRXO,NA,NA,NA
298,12,Piney,2,2,5,2017-09-29,4,B9,PCIN,32.9,58.7,0.44,Y,,NA,0,,NA,U,S,N,XXRR,XXRR,XXRR,NA,NA,XXRR,NA,NA,NA
277,11,Piney,2,2,5,2017-09-29,4,B2,PCIN,38.3,69.5,0.67,Y,,NA,0,,7,F,L,R,XXXO,XXXO,XXXO,P.Hoffmani?,NA,XXXO,NA,NA,NA
292,11,Piney,2,2,5,2017-09-29,4,A2,PCIN,39.1,77.9,0.87,N,,CIRRI,1,,NA,M,S,R,XXXY,XXXY,XXXY,NA,NA,XXXY,NA,NA,NA
281,11,Piney,2,2,5,2017-09-29,4,C2,PCIN,37.7,71.6,0.74,N,,CIRRI,1,,NA,M,S,R,XYOX,XYOX,XYOB,NA,NA,XYOB,NA,NA,NA
293,11,Piney,2,2,5,2017-09-29,4,E3,PCIN,42.2,80.8,0.89,Y,,NA,0,,6,F,S,R,YXXR,YXXR,YXXR,NA,NA,YXXR,NA,NA,NA
309,12,Piney,2,2,5,2017-09-29,5,C6,PCIN,42.3,71.1,0.87,Y,,NA,0,,NA,F,S,R,BXXR,BXXR,BXXR,NA,NA,BXXR,NA,NA,NA
306,12,Piney,2,2,5,2017-09-29,5,D6,PCIN,15.9,28.5,0.11,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
310,12,Piney,2,2,5,2017-09-29,5,C6,PCIN,17.4,26.7,0.08,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
315,12,Piney,2,2,5,2017-09-29,5,E4,PCIN,16.4,23.3,0.07,N,,NA,0,,NA,U,S,N,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,12,Piney,2,2,5,2017-09-29,5,B4,PCIN,30.3,52.8,0.42,Y,,NA,0,,NA,U,S,N,OXRR,OXRR,OXRR,NA,NA,OXRR,NA,NA,NA
317,12,Piney,2,2,5,2017-09-29,5,A1,PCIN,34.9,61.5,0.89,Y,,NA,0,,NA,M,S,N,XOXO,XOXO,XOXO,NA,NA,XOXO,NA,NA,NA
308,12,Piney,2,2,5,2017-09-29,5,A5,PCIN,42.8,81.9,1.06,N,,NA,0,,6,F,S,N,XXYO,XXYO,XXYO,NA,NA,XXYO,NA,NA,NA
312,12,Piney,2,2,5,2017-09-29,5,E4,PCIN,40,74.7,0.86,N,,NA,0,,4,F,S,R,XXYY,XXYY,XXYY,NA,NA,XXYY,NA,NA,NA
307,12,Piney,2,2,5,2017-09-29,5,D4,PCIN,39.7,69.2,0.69,N,,NA,0,,7,F,S,N,XYXX,XYXX,XYXX,NA,NA,XYXX,NA,NA,NA
333,13,Piney,2,2,3,2017-10-01,6,B8,PCIN,36.7,68.7,0.67,N,,NA,0,,NA,F,S,R,BXRO,BXRO,BXRO,NA,NA,BXRO,NA,NA,NA
340,13,Piney,2,2,3,2017-10-01,6,A5,PCIN,46,77.8,1.27,N,,NA,0,,10,F,S,R,BYBX,BYBY,BYBX,has tiny yellow spot in 4th position - think it is a floater,NA,BYBX,NA,NA,NA
328,12,Piney,2,2,3,2017-10-01,6,A0,PCIN,39.4,70.9,1.1,Y,,NA,0,,13,F,S,N,OOXX,OOXX,OOXX,NA,NA,OOXX,NA,NA,NA
339,13,Piney,2,2,3,2017-10-01,6,B9,PCIN,39.7,57.5,0.84,Y,,NA,0,,8,F,S,N,OXXO,OXXO,OXOO,NA,NA,OXOO,NA,NA,NA
350,13,Piney,2,2,3,2017-10-01,6,B7,PCIN,30.4,56.1,0.47,Y,,NA,0,,2,F,S,N,OXYX,OXYX,OXYX,NA,NA,OXYX,NA,NA,NA
338,13,Piney,2,2,3,2017-10-01,6,C7,PCIN,42.9,70.8,1.08,Y,,NA,0,,12,F,S,R,ROYY,ROYY,ROYY,some red seen at 3rd position,NA,ROYY,NA,NA,NA
322,12,Piney,2,2,3,2017-10-01,6,D2,PCIN,44.1,85.9,1.19,Y,,NA,0,,12,F,S,N,RRXY,RRXY,RRXY,NA,NA,RRXY,NA,NA,NA
331,13,Piney,2,2,3,2017-10-01,6,B1,PCIN,43.3,71.2,0.97,Y,,NA,0,,6,F,S,N,RXXR,RXXR,RXXR,NA,NA,RXXR,NA,NA,NA
327,12,Piney,2,2,3,2017-10-01,6,B2,PCIN,32.9,60.2,0.61,Y,,NA,0,,NA,U,S,N,RXXX,RXXX,RXXX,NA,sex,RXXX,Changed sex from M to U,NH,NA
349,13,Piney,2,2,3,2017-10-01,6,B7,PCIN,42.1,77.4,1.11,N,,NA,0,,9,F,S,R,RYXX,RYXX,RYXX,NA,NA,RYXX,NA,NA,NA
335,13,Piney,2,2,3,2017-10-01,6,B8,PCIN,41.2,79.2,1.28,Y,,NA,0,,14,F,S,N,XOXR,XOXR,XOXR,small amount of orange in middle,NA,XOXR,NA,NA,NA
326,12,Piney,2,2,3,2017-10-01,6,D1,PCIN,41.8,77.3,1.13,Y,,NA,0,,12,F,S,N,XRRR,XRRR,XRRR,NA,NA,XRRR,NA,NA,NA
343,13,Piney,2,2,3,2017-10-01,6,A4,PCIN,39.8,79.5,0.99,N,,NA,0,,9,F,S,N,XRXO,XRXO,XRXO,NA,NA,XRXO,NA,NA,NA
344,13,Piney,2,2,3,2017-10-01,6,C4,PCIN,33.7,58.4,0.53,Y,,NA,0,,NA,U,S,R,XXOR,XXOR,XXOR,NA,NA,XXOR,NA,NA,NA
336,13,Piney,2,2,3,2017-10-01,6,D5,PCIN,40.1,67.2,0.76,Y,,NA,0,,NA,M,S,N,XXRY,XXRY,XXRY,NA,NA,XXRY,NA,NA,NA
345,13,Piney,2,2,3,2017-10-01,6,B5,PCIN,34.5,69.2,0.62,N,,NA,0,,NA,U,S,R,XXXO,XXXO,XXXO,NA,"Mark, sex",XXOXX,"Changed mark to XXOXX, changed sex from F to U",NH,NA
347,13,Piney,2,2,3,2017-10-01,6,E5,PCIN,38.6,76.2,0.86,Y,,NA,0,,NA,M,S,R,XXXY,XXXY,XXXY,NA,NA,XXXY,NA,NA,NA
334,13,Piney,2,2,3,2017-10-01,6,D5,PCIN,39.9,76.9,1.14,Y,,NA,0,,7,F,S,R,XXYO,XXYO,XXYO,NA,NA,XXYO,NA,NA,NA
348,13,Piney,2,2,3,2017-10-01,6,E5,PCIN,43.7,80.4,1.16,N,,NA,0,,10,F,S,R,XXYY,XXYY,XXYY,NA,NA,XXYY,NA,NA,NA
337,13,Piney,2,2,3,2017-10-01,6,A3,PCIN,33,69.8,0.86,N,,NA,0,,NA,M,S,N,XYXX,XYXX,XYXX,yellow spread,NA,XYXX,NA,NA,NA
325,12,Piney,2,2,3,2017-10-01,6,D6,PCIN,40.9,79.1,0.89,Y,,NA,0,,NA,F,S,N,XYYX,XYYX,XYYX,NA,NA,XYYX,NA,NA,NA
346,13,Piney,2,2,3,2017-10-01,6,E6,PCIN,40,72.5,1.1,Y,,NA,0,,7,F,S,R,YOOX,YOOY,YOYX,has Y+O at 3rd and 4th positions,NA,YOYX,NA,NA,NA
324,12,Piney,2,2,3,2017-10-01,6,D0,PCIN,43.9,84.9,1.46,Y,,NA,0,,9,F,S,N,YXRX,YXRX,YXRX,NA,NA,YXRX,NA,NA,NA
329,13,Piney,2,2,3,2017-10-01,6,C9,PCIN,41.3,78.5,0.95,Y,,CIRRI,1,,NA,M,S,N,YXXO,YXXO,YXXO,NA,NA,YXXO,NA,NA,NA
354,13,Piney,2,3,6,2017-10-05,1,C5,PCIN,47.9,75.1,1.24,Y,,NA,0,,10,F,S,N,BXXR,BXXR,BXXR,blue spread,NA,BXXR,NA,NA,NA
355,13,Piney,2,3,6,2017-10-05,1,B5,PCIN,18.3,28.3,0.11,N,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
359,13,Piney,2,3,6,2017-10-05,1,D9,PCIN,16.3,22.1,0.07,Y,,NA,0,,NA,U,S,N,NA,NA,NA,too small to mark,NA,NA,NA,NA,NA
365,14,Piney,2,3,6,2017-10-05,1,C6,PCIN,41,76.9,0.95,N,,NA,0,,9,F,S,R,OOBO,OOBO,OOBO,NA,NA,OOBO,NA,NA,NA
362,14,Piney,2,3,6,2017-10-05,1,D2,PCIN,46.4,84.9,1.21,N,,NA,0,,11,F,S,R,OOOX,OOOO,OOOX,NA,NA,OOOX,NA,NA,NA
353,13,Piney,2,3,6,2017-10-05,1,B5,PCIN,42.7,45.4,0.8,Y,,NA,0,,9,F,S,R,OOOY,OOOY,OOOY,NA,NA,OOOY,NA,NA,NA
363,14,Piney,2,3,6,2017-10-05,1,D3,PCIN,34.6,65.9,0.62,Y,,NA,0,,NA,U,S,N,OOXX,OOXX,OOXX,NA,NA,OOXX,NA,NA,NA
358,13,Piney,2,3,6,2017-10-05,1,E8,PCIN,41.1,67.9,0.88,Y,,CIRRI,1,,NA,M,S,N,OXXO,OXXO,OXXO,NA,NA,OXXO,NA,NA,NA
366,14,Piney,2,3,6,2017-10-05,1,C6,PCIN,37.5,68.4,0.75,Y,,NA,0,,NA,M,S,R,RRRR,RRRR,RRRR,NA,Mark,RRRX,Changed mark to RRRX,NH,NA
356,13,Piney,2,3,6,2017-10-05,1,B2,PCIN,38.4,74.4,0.91,Y,,CIRRI,1,,NA,M,S,R,RRXY,RRXY,RRXY,red marking in tail,Mark,RRXY,Kept mark,NH,NA
357,13,Piney,2,3,6,2017-10-05,1,A0,PCIN,37.8,67.5,0.71,Y,,NA,0,,NA,M,S,R,RXRX,RXRX,RXRX,Could be RXRX2,Mark,RXRX,NA,NA,NA
367,14,Piney,2,3,6,2017-10-05,1,A5,PCIN,35.5,54.7,0.64,Y,,CIRRI,1,,NA,M,S,N,XOOX,XOOX,XOOX,NA,NA,XOOX,NA,NA,NA
361,14,Piney,2,3,6,2017-10-05,1,E7,PCIN,33.4,63.7,0.55,N,,NA,0,,NA,U,S,R,XRXR,XRXR,XRXR,NA,NA,XRXR,NA,NA,NA
351,13,Piney,2,3,6,2017-10-05,1,A7,PCIN,42,54.6,0.82,Y,,CIRRI,1,,NA,M,S,N,XXOO,XXOO,XXOO,NA,NA,XXOO,NA,NA,NA
364,14,Piney,2,3,6,2017-10-05,1,D7,PCIN,41.5,84.2,1.21,Y,,NA,0,,8,F,S,N,XXYY,XXYY,XXYY,NA,NA,XXYY,NA,NA,NA
352,13,Piney,2,3,6,2017-10-05,1,B9,PCIN,32.2,60.5,0.46,N,,NA,0,,NA,U,S,R,XYOX,XYOX,XYOB,NA,NA,XYOB,NA,NA,NA
374,14,Piney,2,3,6,2017-10-05,2,A5,PCIN,38.3,68.8,0.84,Y,,NA,0,,5,F,S,R,XXBB,XBBB,BBBB,1st and 2nd position blue not easy to see,NA,BBBB,NA,NA,NA
376,14,Piney,2,3,6,2017-10-05,2,B8,PCIN,43.5,76.9,0.99,N,,NA,0,,NA,F,S,N,BXBX,BXBX,BXBX,NA,NA,BXBX,NA,NA,NA
379,14,Piney,2,3,6,2017-10-05,2,C3,PCIN,40.3,62.3,0.85,Y,,NA,0,,8,F,S,R,OOOO,OOOO,OOOO,NA,NA,OOOO,NA,NA,NA
386,14,Piney,2,3,6,2017-10-05,2,E5,PCIN,41,78.6,0.93,N,,NA,0,,NA,M,S,R,OOOR,OOOR,OOOR,NA,NA,OOOR,NA,NA,NA
393,14,Piney,2,3,6,2017-10-05,2,B7,PCIN,42.1,59.5,0.85,Y,,NA,0,,NA,M,S,R,OOOY,NA,OOOY,yellow floater,NA,OOOY,NA,NA,NA
378,14,Piney,2,3,6,2017-10-05,2,B1,PCIN,42.9,71.3,0.92,N,,NA,0,,7,F,S,R,OORX,OORX,OORX,NA,NA,OORX,NA,NA,NA
380,14,Piney,2,3,6,2017-10-05,2,D1,PCIN,39.9,76.5,0.89,Y,,NA,0,,NA,F,S,R,OORY,OORY,OORY,NA,NA,OORY,NA,NA,NA
387,14,Piney,2,3,6,2017-10-05,2,B3,PCIN,35.8,67.4,0.66,Y,,NA,0,,NA,M,S,N,XOXX,OXXO,OXXO,NA,NA,OXXO,NA,NA,NA
396,14,Piney,2,3,6,2017-10-05,2,D8,PCIN,39,73,0.72,N,,NA,0,,NA,M,S,R,OXXY,OXXY,OXXY,NA,NA,OXXY,NA,NA,NA
373,14,Piney,2,3,6,2017-10-05,2,B8,PCIN,38.5,61.3,0.76,Y,,NA,0,,NA,F,S,N,XOOO,XOOO,XOOO,NA,NA,XOOO,NA,NA,NA
381,14,Piney,2,3,6,2017-10-05,2,A3,PCIN,32.2,64.5,0.55,N,,NA,0,,NA,U,S,N,XOOX,XOOX,XOOX,NA,NA,XOOX,NA,NA,NA
375,14,Piney,2,3,6,2017-10-05,2,D2,PCIN,35.8,65.4,0.68,Y,,NA,0,,NA,U,S,N,XOXO,XOXO,XOXO,NA,NA,XOXO,NA,NA,NA
388,14,Piney,2,3,6,2017-10-05,2,E6,PCIN,40,72.8,1.01,N,,CIRRI,1,,NA,M,S,N,XOXR,XOXR,XOXR,NA,NA,XOXR,NA,NA,NA
382,14,Piney,2,3,6,2017-10-05,2,D1,PCIN,15.8,24.6,0.07,Y,,NA,0,,NA,M,S,N,XXRR,XXRR,XXRR,NA,sex,XXRR,Changed sex from U to M,NH,NA
384,14,Piney,2,3,6,2017-10-05,2,D5,PCIN,45.4,77.7,1.03,Y,,NA,0,,8,F,S,N,XXRX,XXRX,XXRX,NA,NA,XXRX,NA,NA,NA
383,14,Piney,2,3,6,2017-10-05,2,B4,PCIN,34.3,68,0.64,N,,NA,0,,NA,M,S,R,XXXO,XXXO,XXXO,NA,NA,XXXO,NA,NA,NA
394,14,Piney,2,3,6,2017-10-05,2,A6,PCIN,56.4,77.8,0.84,Y,,NA,0,,NA,M,S,N,XXYX,XXYX,XXYX,NA,Double mark,XXYX,Kept mark,NH,NA
389,14,Piney,2,3,6,2017-10-05,2,D6,PCIN,34.8,70.7,0.79,Y,,NA,0,,NA,M,S,N,XXYY,XXYY,XXYY,yellow spread,NA,XXYY,NA,NA,NA
392,14,Piney,2,3,6,2017-10-05,2,C6,PCIN,37.7,66.3,0.68,Y,,CIRRI,1,,NA,M,L,N,XYXX,XYXX,XYXX,NA,NA,XYXX,NA,NA,NA
395,14,Piney,2,3,6,2017-10-05,2,D8,PCIN,30,55,0.44,Y,,NA,0,,NA,M,S,N,XYXY,XYXY,XYXY,lots of yellow floaters,NA,XYXY,NA,NA,NA
371,14,Piney,2,3,6,2017-10-05,2,A2,PCIN,40.1,70.5,0.95,Y,,NA,0,,NA,F,S,N,YXXX,YXXX,YXXX,NA,NA,YXXX,NA,NA,NA
407,15,Piney,2,3,6,2017-10-07,3,D1,PCIN,42,77.6,0.86,N,,NA,0,,7,F,S,N,OXXY,OXXY,OXXY,NA,NA,OXXY,NA,NA,NA
405,15,Piney,2,3,6,2017-10-07,3,E7,PCIN,26.3,46.3,0.34,N,,NA,0,,NA,U,S,N,XBOO,XBOO,XBOO,NA,NA,XBOO,NA,NA,NA
403,15,Piney,2,3,6,2017-10-07,3,B1,PCIN,35.4,65.9,0.71,N,,NA,0,,NA,M,S,N,XROY,XROY,XROY,NA,NA,XROY,NA,NA,NA
408,15,Piney,2,3,6,2017-10-07,3,E3,PCIN,43.4,76.7,1.01,Y,,NA,0,,NA,F,S,N,XRXO,XRXO,XRXO,NA,NA,XRXO,NA,NA,NA
409,15,Piney,2,3,6,2017-10-07,3,A5,PCIN,37,60.5,0.71,Y,,NA,0,,NA,U,S,N,XXRR,XXRR,XXRR,NA,NA,XXRR,NA,NA,NA
397,15,Piney,2,3,6,2017-10-07,3,B9,PCIN,32.2,59.7,0.47,N,,NA,0,,NA,U,S,N,XYOX,XYOX,XYOX,NA,NA,XYOX,NA,NA,NA
406,15,Piney,2,3,6,2017-10-07,3,C0,PCIN,32.7,58.9,0.51,N,,NA,0,,NA,U,S,N,XYXO,XYXO,XYXO,NA,NA,XYXO,NA,NA,NA
423,15,Piney,2,3,6,2017-10-07,4,A8,PCIN,32.3,60.8,NA,N,,NA,0,,NA,U,S,N,OXOR,OXOR,OXOR,NA,NA,OXOR,NA,NA,NA
428,15,Piney,2,3,6,2017-10-07,4,D6,PCIN,30.8,56.3,0.44,N,,NA,0,,NA,U,S,R,OXOX,OXOX,OXOX,NA,Sex,OXOX,Changed sex to U,NH,NA
416,15,Piney,2,3,6,2017-10-07,4,E2,PCIN,44.5,81,0.91,Y,,NA,0,,NA,F,S,N,RRRX,RRRX,RRRX,NA,NA,RRRX,NA,NA,NA
433,16,Piney,2,3,6,2017-10-07,4,D9,PCIN,31.9,55.3,0.42,Y,,NA,0,,NA,U,S,N,RXXY,RRXY,RRXY,NA,NA,RRXY,NA,NA,NA
430,16,Piney,2,3,6,2017-10-07,4,E8,PCIN,41.8,78.2,0.95,Y,,CIRRI,1,,NA,M,S,N,RXXO,RXXO,RXXO,NA,NA,RXXO,NA,NA,NA
432,16,Piney,2,3,6,2017-10-07,4,E3,PCIN,32.7,62.2,0.51,N,,NA,0,,NA,U,S,N,RXXR,RXXR,RXXR,NA,NA,RXXR,NA,NA,NA
424,15,Piney,2,3,6,2017-10-07,4,A8,PCIN,40.9,75.9,0.88,N,,CIRRI,1,,NA,M,S,R,RXYX,RXYX,RXYX,small R in middle,NA,RXYX,NA,NA,NA
422,15,Piney,2,3,6,2017-10-07,4,A1,PCIN,28.6,50.2,0.33,N,,NA,0,,NA,U,S,N,XROX,XROX,XROX,small R in 3rd position,NA,XROX,NA,NA,NA
418,15,Piney,2,3,6,2017-10-07,4,C5,PCIN,34.3,62.9,0.51,N,,NA,0,,NA,U,S,R,XRXO,XRXO,XRXO,NA,NA,XRXO,NA,NA,NA
429,15,Piney,2,3,6,2017-10-07,4,B5,PCIN,40.5,80.1,1.01,N,,NA,0,,13,F,S,N,XXOY,XXOY,XXOY,NA,NA,XXOY,NA,NA,NA
419,15,Piney,2,3,6,2017-10-07,4,A2,PCIN,39.7,77.7,0.9,N,,CIRRI,1,,NA,M,S,R,XXXY,XXXY,XXXY,NA,NA,XXXY,NA,NA,NA
420,15,Piney,2,3,6,2017-10-07,4,C4,PCIN,40.3,69.1,0.78,Y,,CIRRI,1,,NA,M,S,R,XYOY,XYOY,XYOB,also see B in 4th position,NA,XYOB,NA,NA,NA
417,15,Piney,2,3,6,2017-10-07,4,A2,PCIN,40.4,77.8,0.88,Y,,NA,0,,NA,F,S,R,XYYY,XYYY,XYYY,NA,Mark,XYXY,Changed mark to XYXY,NH,NA
425,15,Piney,2,3,6,2017-10-07,4,D7,PCIN,45.2,77.1,0.89,Y,,NA,0,,9,F,S,R,YRXX,YRXX,YRXX,NA,NA,YRXX,NA,NA,NA
426,15,Piney,2,3,6,2017-10-07,4,A3,PCIN,34.5,62.5,0.49,N,,NA,0,,NA,U,S,R,YXRR,YXRR,YXRR,NA,NA,YXRR,NA,NA,NA
463,17,Piney,2,3,6,2017-10-07,5,A1,PCIN,34.7,61.9,0.5,N,,CIRRI,1,,NA,M,S,R,XOOO,XOOO,XOXO,NA,NA,XOXO,NA,NA,NA
462,16,Piney,2,3,6,2017-10-07,5,A1,PCIN,45.1,82,1.07,N,,NA,0,,12,F,S,R,XXRY,XXRY,XXRY,some color in middle of posterior abdomen,NA,XXRY,NA,NA,NA
465,17,Piney,2,3,6,2017-10-07,5,E4,PCIN,41.9,80,0.9,N,,NA,0,,NA,F,S,R,XXYY,XXYY,XXYY,NA,NA,XXYY,NA,NA,NA
464,17,Piney,2,3,6,2017-10-07,5,A4,PCIN,35.1,68.3,0.75,Y,,CIRRI,1,,NA,M,S,R,XYOX,XYOB,XYOB,NA,NA,XYOB,NA,NA,NA
